id,artist_name,genre,genre_number
7hr9W3IjXcm3UlLY7guLk5,Henry Moodie,Indie,12
4AVFqumd2ogHFlRbKIjp1t,Alesso,EDM,8
3e7awlrlDSwF3iM0WBjGMp,Little Mix,Dance Pop,7
6U1dBXJhC8gXFjamvFTmHg,Zac Efron,Musical,16
5AZuEF0feCXMkUCwQiQlW7,Marracash,Hip-Hop,11
7t0rwkOPGlDPEhaOcVtOt9,The Cranberries,Rock,18
7lbSsjYACZHn1MSDXPxNF2,Hikaru Utada,J-Pop,14
16oZKvXb6WkQlVAjwo2Wbg,The Lumineers,Indie,12
17lzZA2AlOHwCwFALHttmp,2 Chainz,Hip-Hop,11
51kyrUsAVqUBcoDEMFkX12,Hindia,Indie,12
3jOstUTkEu2JkjvRdBA5Gu,Weezer,Rock,18
1moxjboGR7GNWYIMWsRjgG,Florence + The Machine,Indie Rock,13
5Mk3yOBlfweeKamsDiap8H,The Millennial Club,Indie,12
2WzaAvm2bBCf4pEhyuDgCY,Ruth B.,Indie,12
6sCbFbEjbYepqswM1vWjjs,Zendaya,R&B,17
1z7b1Pr1rSlvWRzsW3HOrS,Russ,Hip-Hop,11
55fhWPvDiMpLnE4ZzNXZyW,Noah Cyrus,Indie,12
6ydoSd3N2mwgwBHtF6K7eX,Calum Scott,Ballad,1
53A0W3U0s8diEn9RhXQhVz,Keane,Rock,18
7H55rcKCfwqkyDFH9wpKM6,Christina Perri,Ballad,1
6fWVd57NKTalqvmjRd2t8Z,24kGoldn,Hip-Hop,11
1h6Cn3P4NGzXbaXidqURXs,Swedish House Mafia,EDM,8
3XxNRirzbjfLdDli06zMaB,Eyedress,Indie,12
0NIIxcxNHmOoyBx03SfTCD,Tinashe,R&B,17
0YinUQ50QDB7ZxSCLyQ40k,Mustard,Hip-Hop,11
73eAAfRkS2Vi4hx68oTJJE,John K,Rock,18
3Z02hBLubJxuFJfhacLSDc,Bryan Adams,Rock,18
3zmfs9cQwzJl575W1ZYXeT,Men I Trust,Indie,12
32vWCbZh0xZ4o9gkz4PsEU,Dolly Parton,Country,6
1Hsdzj7Dlq2I7tHP7501T4,Niall Horan,Rock,18
0Ty63ceoRnnJKVEYP0VQpk,Sting,Rock,18
0ZED1XzwlLHW4ZaG4lOT6m,Julia Michaels,R&B,17
1PU4kQGbRVMSyvawEYEjFp,Chris James,R&B,17
0SfsnGyD8FpIN4U4WCkBZ5,Armin van Buuren,EDM,8
4qXC0i02bSFstECuXP2ZpL,Blxst,Hip-Hop,11
23TFHmajVfBtlRx5MXqgoz,Sfera Ebbasta,Hip-Hop,11
2mpeljBig2IXLXRAFO9AAs,Dido,Ballad,1
4GvEc3ANtPPjt1ZJllr5Zl,Bazzi,R&B,17
4ScCswdRlyA23odg9thgIO,Jess Glynne,Dance Pop,7
2UwqpfQtNuhBwviIC0f2ie,Damso,Hip-Hop,11
5ndkK3dpZLKtBklKjxNQwT,B.o.B,Hip-Hop,11
3a1tBryiczPAZpgoZN9Rzg,Asake,R&B,17
4MXUO7sVCaFgFjoTI5ox5c,Sufjan Stevens,Indie,12
77AiFEVeAVj2ORpC85QVJs,Steve Aoki,EDM,8
12j6dJrPXanCBwY599pZxf,Matt Maltese,Indie,12
5lKZWd6HiSCLfnDGrq9RAm,Leona Lewis,Ballad,1
085pc2PYOi8bGKj0PNjekA,will.i.am,Hip-Hop,11
6cEuCEZu7PAE9ZSzLLc2oQ,R3HAB,EDM,8
0LKAV3zJ8a8AIGnyc5OvfB,SDM,Hip-Hop,11
3EA9hVIzKfFiQI0Kikz2wo,Andrea Bocelli,Classical,5
6vXTefBL93Dj5IqAWq6OTv,French Montana,Hip-Hop,11
2kXKa3aAFngGz2P4GjG5w2,SCH,Hip-Hop,11
2oX42qP5ineK3hrhBECLmj,Andy Grammer,Rock,18
2sil8z5kiy4r76CRTXxBCA,The Goo Goo Dolls,Rock,18
2iDVt6mFbtbDEZG5ax0dTi,Tulus,Indie,12
3vUMXQ9kPnZAQkMkZZ7Hfh,Tiakola,Hip-Hop,11
4xRYI6VqpkE3UwrDrAZL8L,Logic,Hip-Hop,11
2gBjLmx6zQnFGQJCAQpRgw,Nelly,Hip-Hop,11
0K87f3owemzI8NUCoEIXOB,vaultboy,Indie,12
4PULA4EFzYTrxYvOVlwpiQ,Sidhu Moose Wala,Hip-Hop,11
0u6GtibW46tFX7koQ6uNJZ,Topic,EDM,8
2fPsJqR6zfoHatC1eFr0eQ,Livingston,Indie Rock,13
56ZTgzPBDge0OvCGgMO3OY,Beach House,Indie Rock,13
4OBJLual30L7gRl5UkeRcT,T.I.,Hip-Hop,11
7o95ZoZt5ZYn31e9z1Hc0a,Natasha Bedingfield,Rock,18
0UWZUmn7sybxMCqrw9tGa7,Juanes,Rock,18
7gAppWoH7pcYmphCVTXkzs,The Vamps,Rock,18
0jdNdfi4vAuVi7a6cPDFBM,Lazza,Hip-Hop,11
72OaDtakiy6yFqkt4TsiFt,Cher,Dance Pop,7
0qT79UgT5tY4yudH9VfsdT,Sum 41,Rock,18
3QJUFtGBGL05vo0kCJZsmT,salem ilese,Indie,12
0xRXCcSX89eobfrshSVdyu,MEDUZA,EDM,8
6zLBxLdl60ekBLpawtT63I,Cody Johnson,Country,6
20sxb77xiYeusSH8cVdatc,Meek Mill,Hip-Hop,11
6ft7JnxMyZhp7N52qzHymY,Vansire,Indie,12
5e4Dhzv426EvQe3aDb64jL,Shania Twain,Country,6
0huGjMyP507tBCARyzSkrv,Cordae,Hip-Hop,11
19ra5tSw0tWufvUp8GotLo,George Michael,R&B,17
0wi4yTYlGtEnbGo4ltZTib,Shakin' Stevens,Rock,18
5gCRApTajqwbnHHPbr2Fpi,Juicy J,Hip-Hop,11
6dn6x1XOng3LOAnfTjUn77,AJ Mitchell,R&B,17
3win9vGIxFfBRag9S63wwf,Bailey Zimmerman,Country,6
7sfl4Xt5KmfyDs2T3SVSMK,Lil Jon,Hip-Hop,11
4bL2B6hmLlMWnUEZnorEtG,Felix Jaehn,EDM,8
2s4tjL6W3qrblOe0raIzwJ,Yoko Ono,EDM,8
5dHt1vcEm9qb8fCyLcB3HL,A$AP Ferg,Hip-Hop,11
3Gm5F95VdRxW3mqCn8RPBJ,Aminé,Hip-Hop,11
3YBJLs7RqR0aPGBgU27nDh,Werenoi,Indie,12
1GmsPCcpKgF9OhlNXjOsbS,Lizzy McAlpine,Indie,12
3PWp9R5HvbQgxI5KBx5kVd,KANA-BOON,J-Pop,14
3wOsYKZM0zcKNasi3I7fP4,Mahalini,Indie,12
0A0FS04o6zMoto8OKPsDwY,YG,Hip-Hop,11
2ysnwxxNtSgbb9t1m2Ur4j,George Ezra,Folk,9
6n4SsAp5VjvIBg3s9QCcPX,SUDA MASAKI,J-Pop,14
4NHQUGzhtTLFvgF5SZesLK,Tove Lo,Indie,12
5xd2Tg7Zo8755eCy8Gxkp8,Ha*Ash,Country,6
1Y8cdNmUJH7yBTd9yOvr5i,Destiny's Child,R&B,17
5LGo1zHegJTWzqVXgeNplt,Ryan Mack,Rock,18
5Ppie0uPnbnvGBYRwYmlt0,Megan Moroney,Country,6
2QMsj4XJ7ne2hojxt6v5eb,Riley Green,Country,6
1oPRcJUkloHaRLYx0olBLJ,Magdalena Bay,Indie,12
5HZtdKfC4xU0wvhEyYDWiY,HIEUTHUHAI,Hip-Hop,11
7nDsS0l5ZAzMedVRKPP8F1,Ella Henderson,R&B,17
0hSFeqPehe7FtCNWuQ6Bsy,BUMP OF CHICKEN,J-Pop,14
44TGR1CzjKBxSHsSEy7bi9,Woodkid,Indie,12
4iJLPqClelZOBCBifm8Fzv,Pierce The Veil,Rock,18
3VHFAtB6fPQwpAWQ5rn4uc,Lucia,Indie,12
07QEuhtrNmmZ0zEcqE9SF6,Owl City,EDM,8
4rQTEdG6hDVOlDUFKs9EjZ,Fly By Midnight,Indie,12
4e0nWw2r4BoQSKPQ2zpU13,Ray Dalton,R&B,17
3LOm0AZjpwVQebvkyanjDy,ODUMODUBLVCK,Hip-Hop,11
73jBynjsVtofjRpdpRAJGk,Dimitri Vegas & Like Mike,EDM,8
08GfvCW09pv2QP4y9sle2a,Sam Barber,Indie,12
2K5nCggbhSZ00YCYP5qkZS,Shiva,Hip-Hop,11
7CUFPNi1TU8RowpnFRSsZV,Niska,Hip-Hop,11
4D75GcNG95ebPtNvoNVXhz,AFROJACK,EDM,8
4aKWmkWAKviFlyvHYPTNQY,Adrianne Lenker,Indie,12
6S8w5rLsEwjN21jQeRES0n,Hitsujibungaku,J-Pop,14
6LEG9Ld1aLImEFEVHdWNSB,AP Dhillon,Hip-Hop,11
4lhUHpVOXmkEBGGHV71QCh,Chance Peña,Rock,18
,和ぬか (Waka Nuka),J-Pop,14
1AbJ2cmwK400LSvdvBL5Jc,Strawberry Guy,Indie,12
6tPHARSq45lQ8BSALCfkFC,Lainey Wilson,Country,6
6Dd3NScHWwnW6obMFbl1BH,Daya,Dance Pop,7
2rTo8KIkBTFjQS7VvaKYQ4,W&W,EDM,8
20zafXaLhm5IcXnSU93rNn,Nadin Amizah,Indie,12
2rhFzFmezpnW82MNqEKVry,Ski Mask The Slump God,Hip-Hop,11
3rWZHrfrsPBxVy692yAIxF,WILLOW,Rock,18
6wlhqnATSJIc0NQ64VxOVJ,Matt Hansen,Indie,12
1vfezMIyCr4XUdYRaKIKi3,Keyshia Cole,R&B,17
3sKeaby6GMSJWgYueZaSjE,Mokita,Indie,12
5szilpXHcwOqnyKLqGco5j,Faye Webster,Indie,12
7blXVKBSxdFZsIqlhdViKc,Valley,Indie,12
45eNHdiiabvmbp4erw26rg,ILLENIUM,EDM,8
46gyXjRIvN1NL1eCB8GBxo,All Time Low,Rock,18
0B1ce3uNrzkdm76NXI4mhX,Tani Yuuki,J-Pop,14
4gdMJYnopf2nEUcanAwstx,Anuv Jain,Indie,12
59wfkuBoNyhDMQGCljbUbA,Diddy,Hip-Hop,11
5SulO4l40qDuV9zUGLZx7n,Capo Plaza,Hip-Hop,11
3444S3C4U9Ts86BnCtSPRV,Treaty Oak Revival,Country,6
2ZRQcIgzPCVaT9XKhXZIzh,Gryffin,EDM,8
5CCwRZC6euC8Odo6y9X8jr,Rita Ora,Dance Pop,7
7K80yOTC0Id95gRaOxDG5u,ANNA,EDM,8
5KEG7G8LDYlHgFDqZyEEs2,Chris Rea,Rock,18
1e7K8jD3wRuQfnwDAOeGqe,Fiji Blue,Indie,12
1t17z3vfuc82cxSDMrvryJ,Macaroni Empitsu,J-Pop,14
6AyATGg7mDgBlZ4N5uNog0,SYML,Indie,12
37M5pPGs6V1fchFJSgCguX,FINNEAS,Indie,12
6J7biCazzYhU3gM9j1wfid,Jamiroquai,Funk,10
1eZ0sjIrNuSNiZSfjTYgi6,DANIEL,R&B,17
6RdcIWVKYYzNzjQRd3oyHS,Pinguini Tattici Nucleari,Indie,12
1XkoF8ryArs86LZvFOkbyr,Mary J. Blige,R&B,17
2yLzlEFtIS0Q9UkyBZdQA7,Jessie Murph,Indie,12
2wIVse2owClT7go1WT98tk,Missy Elliott,Hip-Hop,11
41lcf5k3PkUdxupYLkcjCd,dosii,Indie,12
0CbeG1224FS58EUx4tPevZ,Timmy Trumpet,EDM,8
6yhD1KjhLxIETFF7vIRf8B,Against The Current,Rock,18
7EK1bQADBoqbYXnT4Cqv9w,John Denver,Country,6
0GTBwQZcSJid6l5iwaWQ8E,Airman,R&B,17
0bdfiayQAKewqEvaU6rXCv,MØ,Indie,12
0rFHElzeddB9ymDjgpBENX,Lamp,Indie Rock,13
1XlLhtgJjC4ROQZilBZAvw,Nic D,Rock,18
46Bj2frkvUzqJUwcSx24Wo,Position,R&B,17
0Ye4nfYAA91T1X56gnlXAA,Mako,EDM,8
2kCO8LXN1usaOPL3iEE28I,Tai Verdes,Indie,12
6DIS6PRrLS3wbnZsf7vYic,WALK THE MOON,Rock,18
7gU9VyFRN3JWPJ5oHOil60,Tayc,R&B,17
1l8Fu6IkuTP0U5QetQJ5Xt,Fifth Harmony,R&B,17
0gadJ2b9A4SKsB1RFkBb66,Passenger,Indie,12
4lDBihdpMlOalxy1jkUbPl,Grey,Indie,12
53KwLdlmrlCelAZMaLVZqU,James Blake,Indie,12
20gsENnposVs2I4rQ5kvrf,Sam Feldt,EDM,8
2SHhfs4BiDxGQ3oxqf0UHY,Roxette,Rock,18
1bs7HoMkSyQwcobCpE9KpN,The Mamas & The Papas,Rock,18
6UlNIFEuWlBqb4TvlVCekq,Kirsty MacColl,Folk,9
3NPpFNZtSTHheNBaWC82rB,X Ambassadors,Rock,18
1YfEcTuGvBQ8xSD1f53UnK,Busta Rhymes,Hip-Hop,11
2cWZOOzeOm4WmBJRnD5R7I,Normani,R&B,17
6WiANXryTQJOTCM3z8jENM,December,Indie,12
3dz0NnIZhtKKeXZxLOxCam,Porter Robinson,EDM,8
5RJFJWYgtgWktosLrUDzff,Griff,Indie,12
5rkVyNGXEgeUqKkB5ccK83,Ashanti,R&B,17
4tMm1dU6Gn04VAZ9ClHcIZ,Jacquees,R&B,17
4EPJlUEBy49EX1wuFOvtjK,Becky Hill,EDM,8
1qM11R4ylJyQiPJ0DffE9z,Lilas Ikuta,J-Pop,14
6Jrxnp0JgqmeUX1veU591p,Santigold,Indie,12
7luxe2wCwtDtkKSP8ZhPLn,Realslow,R&B,17
64DvMieEUCdrYKmEIhDt8G,Arjan Dhillon,Hip-Hop,11
2eam0iDomRHGBypaDQLwWI,Bleachers,Indie,12
4sbXXFzEWJY2zsZjelerjX,Dadju,R&B,17
4AKwRarlmsUlLjIwt38NLw,Ofenbach,EDM,8
4U7lXyKdSf1JbM1aXvsodC,La Oreja de Van Gogh,Rock,18
5BcAKTbp20cv7tC5VqPFoC,Macklemore & Ryan Lewis,Hip-Hop,11
6CwfuxIqcltXDGjfZsMd9A,MARINA,Indie,12
2HkAI0YrEcgoR8QdaURqhO,Dimitri Vegas,EDM,8
1CcZoULzFHa8Uhwo6OlQcp,Semicenk,Indie,12
5kjGRHClVacSyllOUqU1S0,SPITZ,J-Pop,14
26ZBeXl5Gqr3TAv2itmyCU,indigo la End,Indie,12
5FxD8fkQZ6KcsSYupDVoSO,Omar Apollo,Indie,12
2NdeV5rLm47xAvogXrYhJX,Ciara,R&B,17
6MPCFvOQv5cIGfw3jODMF0,Internet Money,Hip-Hop,11
4IJczjB0fJ04gs4uvP0Fli,Gym Class Heroes,Hip-Hop,11
3NH8t45zOTqzlZgBvZRjvB,PNL,Hip-Hop,11
20s0P9QLxGqKuCsGwFsp7w,Mario,R&B,17
4MrQDA45Gd0llLrwFUzimG,Flawed Mangoes,Indie,12
5vBSrE1xujD2FXYRarbAXc,Olly Alexander (Years & Years),Indie,12
7iZtZyCzp3LItcw1wtPI3D,Rae Sremmurd,Hip-Hop,11
4sTQVOfp9vEMCemLw50sbu,Galantis,EDM,8
7F2utINZ6tSokSiZTQBE27,Guè,Hip-Hop,11
56oDRnqbIiwx4mymNEv7dS,Lizzo,Hip-Hop,11
0daugAjUgbJSqdlyYNwIbT,Vicetone,EDM,8
0MK8l3nURwwQIjafvXoJJt,ASIAN KUNG-FU GENERATION,J-Pop,14
1QsdzIKkTT5gDFj8GB1cIX,Yseult,R&B,17
5yG7ZAZafVaAlMTeBybKAL,Iggy Azalea,Hip-Hop,11
5QNm7E7RU2m64l6Gliu8Oy,HARDY,Rock,18
3DCWeG2J1fZeu0Oe6i5Q6m,PLK,Hip-Hop,11
37w38cCSGgKLdayTRjna4W,Mazzy Star,Indie Rock,13
2efrqekWSHlvhATD50AG3m,Orion Sun,Indie,12
4WqXqPmUuenMIr4QaFrZXN,Saucy Dog,J-Pop,14
6S0dmVVn4udvppDhZIWxCr,Sean Kingston,Hip-Hop,11
0TImkz4nPqjegtVSMZnMRq,TLC,R&B,17
3b8QkneNDz4JHKKKlLgYZg,Florida Georgia Line,Country,6
3Oim8XBPbznAa8Jj8QzNc8,Cults,Indie,12
45ft4DyTCEJfQwTBHXpdhM,milet,J-Pop,14
5GGJosGMs08YEmKTZJe1fL,Suki Waterhouse,Indie,12
5EvFsr3kj42KNv97ZEnqij,Shaggy,Hip-Hop,11
5p7f24Rk5HkUZsaS3BLG5F,Hailee Steinfeld,Rock,18
5gs4Sm2WQUkcGeikMcVHbh,Hamza,Hip-Hop,11
6hk7Yq1DU9QcCCrz9uc0Ti,Kimbra,Indie,12
4Q6nIcaBED8qUel8bBx6Cr,Jax Jones,EDM,8
25pd339V2rRJo84USlcSRP,JAWNY,Indie,12
6BRxQ8cD3eqnrVj6WKDok8,Ella Langley,Country,6
6mDl7lQiLxT0iQ8LYhAlWy,Zerb,Indie,12
5cIc3SBFuBLVxJz58W2tU9,Oh Wonder,Indie,12
7kplJl06UmldxLKseURAYi,Warren Zeiders,Country,6
3XxxEq6BREC57nCWXbQZ7o,Jamie Cullum,Jazz,15
7uDdl5V5AETSFY7K3muu22,Arthur Nery,R&B,17
4xFUf1FHVy696Q1JQZMTRj,Carrie Underwood,Country,6
5z1VAFwT35EVvCp1XlZZuL,Diana Krall,Jazz,15
4FGPzWzgjURDNT7JQ8pYgH,Zach Top,Country,6
1Xfmvd48oOhEWkscWyEbh9,Lloyd,R&B,17
2NjfBq1NflQcKSeiDooVjY,Tones And I,Indie,12
2AsusXITU8P25dlRNhcAbG,Gotye,Indie,12
7gXb99Sf9nNmpNYeAgIQFG,Sub Urban,Indie,12
4ubEZ6sMsrrbQChueyouCC,Hivi!,Indie,12
1hzfo8twXdOegF3xireCYs,Milky Chance,Indie,12
1o2NpYGqHiCq7FoiYdyd1x,Bea Miller,Rock,18
6T4K8YuFc0JPDrYgABbxao,amazarashi,J-Pop,14
1aSxMhuvixZ8h9dK9jIDwL,Kate Bush,Rock,18
7E2aQQjErJocovYFjYLzWU,Emei,Indie,12
0JjPiLQNgAFaEkwoy56B1C,L7NNON,Hip-Hop,11
0ZUvK7zGdXLd78mQr3t1Tw,Ricky Montgomery,Indie,12
25u1DN0MwQVSav4XoJS7hl,Olly,Rock,18
6beUvFUlKliUYJdLOXNj9C,King Princess,Indie,12
0zOcE3mg9nS6l3yxt1Y0bK,The Fray,Rock,18
67nwj3Y5sZQLl72VNUHEYE,Wale,Hip-Hop,11
5MspMQqdVbdwP6ax3GXqum,Annie Lennox,R&B,17
5nCi3BB41mBaMH9gfr6Su0,fun.,Indie,12
7LnaAXbDVIL75IVPnndf7w,Jamie Foxx,R&B,17
5sXaGoRLSpd7VeyZrLkKwt,Gregory Alan Isakov,Indie,12
1gPhS1zisyXr5dHTYZyiMe,Kevin Gates,Hip-Hop,11
6q87vizIEdEN4NvlR6mjfT,Sheila On 7,Indie,12
1AgAVqo74e2q4FVvg0xpT7,Tedua,Hip-Hop,11
2kGBy2WHvF0VdZyqiVCkDT,Father John Misty,Indie,12
3UY1KK0iXeC0mpaK0ltFza,asmi,Indie,12
6L34dW6SKMSDaGIfYDU19j,Maes,Hip-Hop,11
4rj3KWaLAnuxgtMMkypZhf,JVLI,Indie,12
6cutt8thPFUICMfxaYerWd,MY FIRST STORY,J-Pop,14
2kS9NyuATpYwjeB93h24H5,Nina Chuba,Indie,12
2rEVnwCPBeGkWMv425KoG1,AYLIVA,R&B,17
4TK1gDgb7QKoPFlzRrBRgR,Los Enanitos Verdes,Rock,18
7jZMxhsB8djyIbYmoiJSTs,Kiana Ledé,R&B,17
4WN5naL3ofxrVBgFpguzKo,Rudimental,EDM,8
6GMYJwaziB4ekv1Y6wCDWS,Soulja Boy,Hip-Hop,11
2WX2uTcsvV5OnS0inACecP,Birdy,Indie,12
1kDGbuxWknIKx4FlgWxiSp,Nothing But Thieves,Rock,18
6T5tfhQCknKG4UnH90qGnz,DNCE,Dance Pop,7
1Tie3AZgLQZqYEp8Fv4zOZ,Koe Wetzel,Country,6
34v5MVKeQnIo0CWYMbbrPf,John Newman,R&B,17
0NbfKEOTQCcwd6o7wSDOHI,The Game,Hip-Hop,11
2W8yFh0Ga6Yf3jiayVxwkE,Dove Cameron,Rock,18
2Zi3RrdQqk63Xj0914STkS,Naomi Scott,Rock,18
2LJxr7Pt3JnP60eLxwbDOu,Mandy Moore,Rock,18
053q0ukIDRgzwTr4vNSwab,Grimes,EDM,8
4Yttlv9ndGjCDCVLqM7ACq,Sido,Hip-Hop,11
2p4FqHnazRucYQHyDCdBrJ,Simple Plan,Rock,18
66W9LaWS0DPdL7Sz8iYGYe,JP Saxe,Indie,12
6PXS4YHDkKvl1wkIl4V8DL,Fetty Wap,Hip-Hop,11
19i93sA0D7yS9dYoVNBqAA,thasup,Hip-Hop,11
6aZyMrc4doVtZyKNilOmwu,Colbie Caillat,Folk,9
6zK1M4TcabpLQMNmmG2P0Q,Chike,R&B,17
5W5bDNCqJ1jbCgTxDD0Cb3,Willie Nelson,Country,6
1nzgtKYFckznkcVMR3Gg4z,KSI,Hip-Hop,11
4tw2Lmn9tTPUv7Gy7mVPI4,Kenny Rogers,Country,6
6aX6KqXgEcARRHwvWxHcFW,Johnny Orlando,Rock,18
4cgBCGxtlfap2g6jveB7du,Afgan,R&B,17
5sWHDYs0csV6RS48xBl0tH,Two Feet,Indie Rock,13
2LkkwxA19J8C52wPQl5bG6,Jamie Miller,Rock,18
4NYMUsIcUUsBHbV9DICa5x,Nate Smith,Country,6
60uh2KYYSCqAgJNxcU4DA0,Hombres G,Rock,18
71UIOLnsacxQHlU55TvfiH,Da-iCE,J-Pop,14
6DgP9otnZw5z6daOntINxp,Joel Corry,EDM,8
4iMO20EPodreIaEl8qW66y,Still Woozy,Indie,12
1J2VVASYAamtQ3Bt8wGgA6,Ja Rule,Hip-Hop,11
0XK6kT7xcZAlcYrNjOgzJe,Carla Morrison,Indie,12
4EzkuveR9pLvDVFNx6foYD,James Bay,Rock,18
05oH07COxkXKIMt6mIPRee,Brandy,R&B,17
58wXmynHaAWI5hwlPZP3qL,Booba,Hip-Hop,11
2KsP6tYLJlTBvSUxnwlVWa,Mike Posner,Rock,18
0NB5HROxc8dDBXpkIi1v3d,Remi Wolf,Indie,12
6Wr3hh341P84m3EI8qdn9O,Rise Against,Rock,18
35GL8Cu2GKTcHzKGi75xl5,Jennifer Hudson,R&B,17
1tqZaCwM57UFKjWoYwMLrw,The Cardigans,Rock,18
06nevPmNVfWUXyZkccahL8,Gregory Porter,Jazz,15
01QTIT5P1pFP3QnnFSdsJf,Lupe Fiasco,Hip-Hop,11
6IKlXZEFOvk9itrP1s0knJ,The Red Clay Strays,Country,6
0grdhNhiRLFBaFVyybqsj6,Richard Marx,Rock,18
5KNNVgR6LBIABRIomyCwKJ,Dermot Kennedy,Indie,12
7DMveApC7UnC2NPfPvlHSU,Cheat Codes,EDM,8
0EiNdCUwM4B5GkTInLAyuj,Caleb Hearn,Indie,12
